index:ID,name,:LABEL
200001,上海华信国际集团有限公司/80285374,公司
200002,中国华信国际股权投资有限公司,公司
200003,上海市华信金融控股有限公司,公司
200004,中国华信能源有限公司,公司
200005,上海华信石油集团有限公司分公司,公司
200006,华信证券,公司
200007,华信国智电力有限责任公司,公司
200008,华信泰如国际新能源有限公司,公司
200009,日照港富华国际码头管理有限公司,公司
200010,上海华信金融服务有限公司,公司
200011,上海华信国际集团财务有限责任公司,公司
200012,上海华信国际集团工业装备有限公司,公司
200013,上海华投资产管理合伙企业(有限合伙),公司
200014,上海华信国际集团股权投资基金管理有限公司,公司
200015,上海华信集团资产经营有限公司,公司
200016,上海实华格胜股权投资合伙企业(有限合伙),公司
200017,深圳华信国际控股有限公司,公司
