:START_ID,:END_ID,relation,:TYPE
200001,200007,相关,投资
200001,200008,相关,投资
200001,200009,相关,投资
200001,200010,相关,投资
200001,200011,相关,投资
200001,200012,相关,投资
200001,200013,相关,投资
200001,200014,相关,投资
200001,200015,相关,投资
200001,200016,相关,投资
200001,200017,相关,投资
200002,200001,相关,股东
200003,200001,相关,股东
200004,200001,相关,股东
200005,200001,相关,关联
200006,200001,相关,关联
